Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2019Q4,TREASURE ON BALMORAL,10,3.23,3.71,3.81
2019Q4,TRELLIS TOWERS,12,2.68,2.83,3.47
2019Q4,TRESALVEO,20,2.96,3.1,3.27
2019Q4,TREVISTA,12,3.08,3.28,3.42
2019Q4,TREVOSE PARK,11,2.62,2.84,3.27
2019Q4,TRIBECA,9,3.33,3.92,4.55
2019Q4,TRILIGHT,11,3.56,4.19,4.41
2019Q4,TRILIVE,19,2.75,3.58,3.83
2019Q4,TROPIKA EAST,14,2.93,3.54,3.99
2019Q4,TWIN REGENCY,3,4.1,4.21,4.38
2019Q4,TYRWHITT 139,8,3.32,4.18,4.56
2019Q4,UE SQUARE,9,3.15,3.69,4.2
2019Q4,UP@ROBERTSON QUAY,9,5.59,6.12,6.37
2019Q4,URBAN LOFTS,8,3.43,4.2,4.41
2019Q4,URBAN SUITES,9,4.68,4.95,5.09
2019Q4,URBAN VISTA,16,3.28,3.64,4.08
2019Q4,URBANA,9,4.13,4.3,4.61
2019Q4,V ON SHENTON,1,4.6,5.53,6.21
2019Q4,VA RESIDENCES,12,3.64,3.77,3.95
2019Q4,VACANZA @ EAST,14,2.62,2.85,2.98
2019Q4,VALLEY PARK,10,3.08,3.21,3.51
2019Q4,VARSITY PARK CONDOMINIUM,5,2.9,3.06,3.24
2019Q4,VIBES @ EAST COAST,15,3.36,3.91,4.39
2019Q4,VIDA,9,4.2,4.94,5.34
2019Q4,VIENTO,14,3.67,3.82,4.1
2019Q4,VILLA DE WEST,5,2.35,2.47,2.56
2019Q4,VILLA DELLE ROSE,10,2.31,2.52,2.54
2019Q4,VILLA MARINA,15,2.27,2.4,2.67
2019Q4,VISIONCREST,9,4.33,4.75,5.01
2019Q4,VISTA RESIDENCES,12,3.32,3.4,3.59
2019Q4,VIVA,11,4.42,4.79,4.91
2019Q4,VIVA VISTA,5,4.08,5.17,5.3
2019Q4,VIVACE,9,4.82,5.26,5.45
2019Q4,VIZ AT HOLLAND,10,3.37,3.42,4.54
2019Q4,VUE 8 RESIDENCE,18,2.6,2.76,2.83
2019Q4,WATER PLACE,15,2.81,2.87,3.12
2019Q4,WATERBANK AT DAKOTA,14,3.82,4.13,4.65
2019Q4,WATERFALL GARDENS,10,3.01,3.21,3.27
2019Q4,WATERFRONT GOLD,16,2.8,3.02,3.3
2019Q4,WATERFRONT ISLE,16,2.67,2.85,3.21
2019Q4,WATERFRONT KEY,16,2.61,2.68,2.89
2019Q4,WATERMARK ROBERTSON QUAY,9,4.17,4.45,4.62
2019Q4,WATERSCAPE AT CAVENAGH,9,3.43,3.63,3.81
2019Q4,WATERTOWN,19,3.22,3.51,3.78
2019Q4,WATERVIEW,18,2.59,2.7,2.8
2019Q4,WEST BAY CONDOMINIUM,5,2.53,2.6,2.68
2019Q4,WESTCOVE CONDOMINIUM,5,2.23,2.37,2.47
2019Q4,WING FONG MANSIONS/WING FONG COURT,14,2.11,2.19,2.38
2019Q4,WOODHAVEN,25,2.76,2.89,3.05
2019Q4,YISHUN EMERALD,27,2.13,2.26,2.33
2019Q4,YISHUN SAPPHIRE,27,2.03,2.08,2.13
2019Q4,YONG AN PARK,9,2.9,3.0,3.08
2019Q4,ZEDGE,11,3.3,3.58,4.19
2019Q4,ZENITH,10,3.98,4.06,4.41
2019Q3,1 KING ALBERT PARK,21,2.54,2.86,3.11
2019Q3,10 SHELFORD,11,3.87,4.42,4.65
2019Q3,18 WOODSVILLE,13,3.44,3.85,4.24
2019Q3,1919,9,4.37,4.77,5.24
2019Q3,26 NEWTON,11,4.97,5.07,5.28
2019Q3,368 THOMSON,11,3.22,3.63,3.63
2019Q3,38 I SUITES,15,3.64,3.9,4.03
2019Q3,6 DERBYSHIRE,11,4.26,4.45,4.78
2019Q3,76 SHENTON,2,4.93,5.45,5.92
2019Q3,8 @ MOUNT SOPHIA,9,3.84,4.62,4.79
2019Q3,8 BASSEIN,11,4.42,4.48,4.78
2019Q3,8@WOODLEIGH,13,3.1,3.34,3.46
2019Q3,8M RESIDENCES,15,3.19,3.86,4.65
2019Q3,A TREASURE TROVE,19,2.53,2.68,2.84
2019Q3,AALTO,15,3.33,3.57,3.62
2019Q3,ADRIA,11,3.73,4.26,4.43
2019Q3,ALESSANDREA,3,3.24,3.57,3.74
2019Q3,ALEX RESIDENCES,3,4.88,5.27,5.67
2019Q3,ALEXIS,3,3.6,4.92,5.43
2019Q3,ALLSWORTH PARK,10,2.46,2.52,2.72
2019Q3,ALTEZ,2,5.93,6.33,6.76
2019Q3,AMARANDA GARDENS,19,2.94,2.98,3.1
2019Q3,AMARYLLIS VILLE,11,3.92,4.19,4.37
2019Q3,AMBER RESIDENCES,15,2.97,3.2,3.48
2019Q3,AMBERGLADES,15,2.69,2.76,2.88
2019Q3,AQUARIUS BY THE PARK,16,2.26,2.52,2.75
2019Q3,ARCHIPELAGO,16,2.74,3.05,3.41
2019Q3,ARDMORE II,10,4.47,4.6,4.98
2019Q3,ARDMORE PARK,10,4.57,4.88,5.24
2019Q3,ARDMORE RESIDENCE,10,6.24,6.47,7.09
2019Q3,ASCENTIA SKY,3,3.58,3.76,3.99
2019Q3,ASPEN HEIGHTS,9,3.23,3.38,3.53
2019Q3,ASTON MANSIONS,14,2.49,2.57,2.76
2019Q3,ASTOR GREEN,21,2.4,2.6,2.76
2019Q3,ASTORIA PARK,14,2.68,2.76,3.0
2019Q3,ASTRID MEADOWS,10,3.12,3.41,3.65
2019Q3,ATRIUM RESIDENCES,14,2.84,3.0,3.09
2019Q3,AURALIS,15,2.63,3.05,3.77
2019Q3,AVANT RESIDENCES,14,4.31,4.44,4.55
2019Q3,AVILA GARDENS,17,1.7,1.86,2.03
2019Q3,AVON PARK,13,2.21,2.34,2.63
2019Q3,AZALEA PARK CONDOMINIUM,17,1.8,1.86,2.21
2019Q3,BALLOTA PARK CONDOMINIUM,17,1.64,1.73,1.77
2019Q3,BANYAN CONDOMINIUM,5,2.05,2.18,2.28
2019Q3,BARTLEY RESIDENCES,19,3.07,3.26,4.05
2019Q3,BARTLEY RIDGE,13,3.04,3.33,3.89
2019Q3,BAYSHORE PARK,16,2.47,2.71,2.98
2019Q3,BEACON HEIGHTS,12,2.79,2.81,3.0
2019Q3,BEDOK RESIDENCES,16,3.58,4.05,4.38
2019Q3,BELLE VUE RESIDENCES,9,3.54,4.02,4.35
2019Q3,BIJOU,5,4.73,4.84,5.03
2019Q3,BISHAN 8,20,2.85,2.94,3.03
2019Q3,BLISS@KOVAN,19,2.67,2.99,3.25
2019Q3,BLOSSOMS @ WOODLEIGH,13,2.81,2.95,3.07
2019Q3,BLUE HORIZON,5,2.94,3.12,3.15
2019Q3,BOATHOUSE RESIDENCES,19,2.51,2.73,2.96
2019Q3,BOTANIQUE AT BARTLEY,19,3.55,3.79,4.06
2019Q3,BOTANNIA,5,2.56,2.72,2.89
2019Q3,BULLION PARK,26,2.02,2.38,2.61
2019Q3,BURLINGTON SQUARE,7,3.74,3.82,3.98
2019Q3,CAIRNHILL CREST,9,3.82,3.95,4.29
2019Q3,CAIRNHILL NINE,9,6.16,6.5,7.37
2019Q3,CAIRNHILL PLAZA,9,2.42,2.66,2.72
2019Q3,CAIRNHILL RESIDENCES,9,4.26,4.37,4.5
2019Q3,CANBERRA RESIDENCES,27,2.26,2.51,2.66
2019Q3,CAPE ROYALE,4,3.93,4.28,4.47
2019Q3,CARABELLE,5,2.73,2.85,3.02
2019Q3,CARDIFF RESIDENCE,19,3.76,4.1,4.29
2019Q3,CARIBBEAN AT KEPPEL BAY,4,4.27,4.53,4.88
2019Q3,CARISSA PARK CONDOMINIUM,17,1.92,2.03,2.11
2019Q3,CASA AERATA,14,3.38,3.83,4.05
2019Q3,CASA CAMBIO,19,3.45,3.84,4.04
2019Q3,CASA FORTUNA,12,2.89,3.66,3.95
2019Q3,CASA MERAH,16,2.67,2.73,2.85
2019Q3,CASABLANCA,25,2.19,2.29,2.46
2019Q3,CASHEW HEIGHTS CONDOMINIUM,23,1.77,1.84,1.95
2019Q3,CASHEW PARK CONDOMINIUM,23,1.82,1.96,2.09
2019Q3,CASPIAN,22,2.67,2.88,3.14
2019Q3,CASTLE GREEN,26,2.19,2.31,2.45
2019Q3,CASUARINA COVE,15,2.45,2.75,2.91
2019Q3,CAVENAGH GARDENS,9,2.15,2.6,2.7
2019Q3,CAVENDISH PARK,21,2.39,2.59,2.78
2019Q3,CENTRA RESIDENCE,14,3.43,3.97,4.13
2019Q3,CENTRAL GREEN CONDOMINIUM,3,2.96,3.12,3.49
2019Q3,CENTRAL GROVE,14,2.75,2.85,2.98
2019Q3,CENTRO RESIDENCES,20,3.18,3.51,3.86
2019Q3,CEYLON POINT,15,3.24,3.3,3.38
2019Q3,CHANGI COURT,16,2.04,2.27,2.4
2019Q3,CHANGI GREEN,16,2.14,2.25,2.47
2019Q3,CHANGI RISE CONDOMINIUM,18,2.22,2.31,2.45
2019Q3,CHARLESTON,10,2.75,2.8,2.86
2019Q3,CHILTERN PARK,19,2.28,2.44,2.64
2019Q3,CHUAN PARK,19,2.03,2.09,2.3
2019Q3,CITY GATE,7,3.54,4.93,5.77
2019Q3,CITY SQUARE RESIDENCES,8,3.34,3.66,4.21
2019Q3,CITY SUITES,12,3.91,4.04,4.35
2019Q3,CITYLIGHTS,8,4.0,4.42,4.87
2019Q3,CITYSCAPE @FARRER PARK,8,2.79,2.88,3.1
2019Q3,CITYVISTA RESIDENCES,9,2.96,3.15,3.43
2019Q3,CLEMENTI PARK,21,2.06,2.14,2.31
2019Q3,CLEMENTIWOODS CONDOMINIUM,5,2.7,3.01,3.32
2019Q3,CLIVEDEN AT GRANGE,10,3.88,4.27,4.54
2019Q3,CLOVER BY THE PARK,20,2.59,2.75,2.95
2019Q3,COCO PALMS,18,2.93,3.12,3.73
2019Q3,COMMONWEALTH TOWERS,3,4.74,5.18,5.49
2019Q3,COMPASS HEIGHTS,19,2.24,2.34,2.75
2019Q3,CONCOURSE SKYLINE,7,4.05,4.3,4.65
2019Q3,CORALIS,15,3.36,3.72,3.91
2019Q3,CORALS AT KEPPEL BAY,4,4.99,5.15,5.48
2019Q3,COSTA DEL SOL,16,2.91,3.05,3.16
2019Q3,COSTA RHU,15,2.77,2.93,3.07
2019Q3,COTE D'AZUR,15,3.04,3.25,3.42
2019Q3,CRADELS,12,3.78,4.19,4.42
2019Q3,CUBE 8,11,3.25,3.46,3.6
2019Q3,CUSCADEN RESIDENCES,10,3.66,3.76,4.14
2019Q3,CYAN,10,3.78,3.99,4.22
2019Q3,D'LEEDON,10,3.55,3.88,4.33
2019Q3,D'NEST,18,2.6,2.88,3.32
2019Q3,D'WEAVE,14,3.27,3.86,4.41
2019Q3,DAHLIA PARK CONDOMINIUM,17,1.91,1.96,2.01
2019Q3,DAKOTA RESIDENCES,14,3.47,3.58,3.82
2019Q3,DEVONSHIRE RESIDENCES,9,5.14,5.14,5.45
2019Q3,DOMUS,12,3.42,4.59,4.86
2019Q3,DORSETT RESIDENCES,2,5.43,5.99,6.24
2019Q3,DOUBLE BAY RESIDENCES,18,2.75,2.93,3.21
2019Q3,DOVER PARKVIEW,5,2.92,3.04,3.2
2019Q3,DRAYCOTT EIGHT,10,4.38,4.86,5.16
2019Q3,DUCHESS CREST,10,3.0,3.12,3.29
2019Q3,DUCHESS RESIDENCES,10,3.01,3.34,3.42
2019Q3,DUO RESIDENCES,7,5.14,5.7,6.06
2019Q3,E MAISON,13,2.64,2.91,3.07
2019Q3,EAST MEADOWS,16,2.41,2.48,2.62
2019Q3,EAST VILLAGE,16,3.0,3.33,3.85
2019Q3,EASTERN LAGOON,15,2.38,2.62,2.93
2019Q3,EASTPOINT GREEN,18,2.33,2.4,2.48
2019Q3,EASTWOOD REGENCY,16,3.14,3.54,3.97
2019Q3,ECHELON,3,4.65,5.05,5.53
2019Q3,ECO,16,2.98,3.15,3.4
2019Q3,ECO SANCTUARY,23,2.76,2.87,3.21
2019Q3,EDELWEISS PARK CONDOMINIUM,17,1.88,2.04,2.15
2019Q3,EIGHT COURTYARDS,27,2.3,2.4,2.56
2019Q3,EIGHT RIVERSUITES,12,3.47,3.86,4.53
2019Q3,ELIZABETH HEIGHTS,9,2.31,2.58,2.77
2019Q3,EMERALD GARDEN,1,3.58,3.68,3.93
2019Q3,EMERALD PARK,3,2.88,3.12,3.26
2019Q3,EON SHENTON,2,5.37,5.76,6.13
2019Q3,ESPADA,9,5.33,6.41,7.04
2019Q3,ESTA RUBY,14,2.97,3.03,3.13
2019Q3,ESTELLA GARDENS,17,2.04,2.28,2.59
2019Q3,EUHABITAT,14,3.05,3.47,3.64
2019Q3,EURO-ASIA COURT,9,2.77,2.93,3.05
2019Q3,EVERGREEN PARK,19,1.83,2.02,2.17
2019Q3,FABER CREST,5,2.28,2.43,2.6
2019Q3,FERNWOOD TOWERS,15,1.96,2.09,2.45
2019Q3,FERRARIA PARK CONDOMINIUM,17,2.08,2.19,2.35
2019Q3,FLAMINGO VALLEY,15,3.07,3.3,3.68
2019Q3,FLO RESIDENCE,19,2.47,2.64,2.84
2019Q3,FLORIDIAN,21,3.51,3.66,3.89
2019Q3,FORESQUE RESIDENCES,23,2.65,2.96,3.4
2019Q3,FORTE SUITES,8,4.26,4.65,4.99
2019Q3,FOUR SEASONS PARK,10,3.85,3.98,4.2
2019Q3,FRASER RESIDENCE SINGAPORE,9,4.25,4.93,5.26
2019Q3,FULCRUM,15,4.12,4.65,5.28
2019Q3,GALLOP GABLES,10,3.27,3.42,3.72
2019Q3,GAMBIR RIDGE,19,2.66,2.9,3.08
2019Q3,GARDENVISTA,21,3.09,3.22,3.34
2019Q3,GILSTEAD TWO,11,3.87,4.0,4.15
2019Q3,GLENDALE PARK,23,2.16,2.37,2.42
2019Q3,GLENTREES,10,3.27,3.47,3.83
2019Q3,GOLDENHILL PARK CONDOMINIUM,20,2.98,3.06,3.15
2019Q3,GOODWOOD RESIDENCE,10,4.53,4.82,5.08
2019Q3,GRAMERCY PARK,10,4.97,5.2,5.32
2019Q3,GRAND DUCHESS AT ST PATRICK'S,15,2.93,3.2,3.33
2019Q3,GRANDE VISTA,28,1.62,1.76,1.92
2019Q3,GRANDEUR 8,20,2.45,2.58,2.74
2019Q3,GRANGE HEIGHTS,9,2.31,2.54,2.76
2019Q3,GRANGE RESIDENCES,10,4.32,4.73,4.93
2019Q3,GUILIN VIEW,23,2.15,2.23,2.5
2019Q3,GUILLEMARD EDGE,14,3.84,4.16,4.31
2019Q3,GUILLEMARD SUITES,14,3.6,4.0,4.34
2019Q3,H2O RESIDENCES,28,2.37,2.52,2.65
2019Q3,HAIG 162,15,4.26,4.65,4.79
2019Q3,HARBOUR VIEW TOWERS,4,2.55,2.98,3.39
2019Q3,HARBOURLIGHTS,4,3.03,3.32,3.57
2019Q3,HAWAII TOWER,15,2.03,2.18,2.32
2019Q3,HAZEL PARK CONDOMINIUM,23,1.82,2.0,2.08
2019Q3,HEDGES PARK CONDOMINIUM,6,2.34,2.48,2.63
2019Q3,HELIOS RESIDENCES,9,3.97,4.59,5.07
2019Q3,HERITAGE VIEW,5,3.2,3.43,3.65
2019Q3,HIGH PARK RESIDENCES,28,3.0,3.27,3.74
2019Q3,HIGH STREET CENTRE,6,5.72,7.64,8.69
2019Q3,HIGHGATE,21,1.81,1.84,1.91
2019Q3,HIGHLINE RESIDENCES,3,5.42,5.93,6.22
2019Q3,HILLBROOKS,23,2.03,2.19,2.41
2019Q3,HILLCREST ARCADIA,11,2.39,2.69,2.86
2019Q3,HILLINGTON GREEN,23,2.09,2.32,2.54
2019Q3,HILLION RESIDENCES,23,3.52,4.01,4.22
2019Q3,HILLSTA,23,2.68,3.02,3.22
2019Q3,HILLTOPS,9,5.84,6.25,6.37
2019Q3,HILLVIEW GREEN,21,1.9,2.0,2.19
2019Q3,HILLVIEW HEIGHTS,23,2.05,2.24,2.35
2019Q3,HILLVIEW REGENCY,23,2.26,2.32,2.52
2019Q3,HORIZON TOWERS,9,2.63,2.91,3.01
2019Q3,HUME PARK I,21,1.89,2.2,2.32
2019Q3,HUME PARK II,21,1.75,1.89,2.08
2019Q3,HUNDRED TREES,5,3.07,3.18,3.29
2019Q3,ICON,2,5.16,5.56,5.83
2019Q3,IDYLLIC SUITES,14,3.81,4.08,4.18
2019Q3,ILLUMINAIRE ON DEVONSHIRE,9,5.19,5.67,5.83
2019Q3,IMPERIAL HEIGHTS,15,3.1,3.29,3.55
2019Q3,INTERNATIONAL PLAZA,2,3.06,3.21,3.53
2019Q3,J GATEWAY,22,3.83,4.28,4.65
2019Q3,JADE RESIDENCES,19,3.22,3.45,3.69
2019Q3,JARDIN,21,2.89,3.06,3.26
2019Q3,JERVOIS LODGE,10,2.7,2.84,2.95
2019Q3,JEWEL @ BUANGKOK,19,2.91,3.1,3.72
2019Q3,KALLANG RIVERSIDE,12,4.65,5.32,5.49
2019Q3,KAP RESIDENCES,21,3.41,3.75,3.95
2019Q3,KASTURINA LODGE,10,3.35,3.35,3.85
2019Q3,KATONG REGENCY,15,3.6,3.99,4.53
2019Q3,KEMBANGAN SUITES,14,3.43,3.91,4.3
2019Q3,KENSINGTON PARK CONDOMINIUM,19,2.22,2.43,2.51
2019Q3,KENSINGTON SQUARE,19,3.01,3.38,3.44
2019Q3,KERRISDALE,8,3.06,3.18,3.35
2019Q3,KIM SIA COURT,9,2.59,2.7,2.84
2019Q3,KINGSFORD . HILLVIEW PEAK,23,3.02,3.35,3.58
2019Q3,KINGSFORD WATERBAY,19,2.9,3.07,3.25
2019Q3,KOVAN MELODY,19,2.69,2.92,3.02
2019Q3,KOVAN REGENCY,19,3.05,3.19,3.58
2019Q3,KOVAN RESIDENCES,19,2.84,3.01,3.17
2019Q3,KUM HING COURT,10,1.97,2.15,2.26
2019Q3,L'VIV,11,4.73,5.03,5.3
2019Q3,LA BRISA,14,3.6,3.68,3.87
2019Q3,LA CRYSTAL,9,2.78,2.99,3.65
2019Q3,LA FIESTA,19,2.78,3.04,3.14
2019Q3,LA SUISSE,11,1.88,2.02,2.21
2019Q3,LA VIDA @ 130,15,3.4,3.59,3.87
2019Q3,LAGUNA GREEN,16,2.25,2.34,2.46
2019Q3,LAKE GRANDE,22,3.56,3.88,4.24
2019Q3,LAKEHOLMZ,22,2.18,2.42,2.52
2019Q3,LAKEPOINT CONDOMINIUM,22,1.7,1.92,2.37
2019Q3,LAKEVILLE,22,3.1,3.35,3.57
2019Q3,LANDBAY CONDOMINIUM,16,2.37,2.53,2.67
2019Q3,LATITUDE,10,3.88,4.3,4.65
2019Q3,LE CRESCENDO,14,2.58,2.62,2.88
2019Q3,LE REGAL,14,3.8,3.96,4.37
2019Q3,LEEDON RESIDENCE,10,4.46,4.79,5.21
2019Q3,LEICESTER SUITES,13,4.21,4.42,4.59
2019Q3,LEONIE CONDOTEL,9,3.03,3.2,3.28
2019Q3,LEONIE GARDENS,9,2.73,2.85,3.16
2019Q3,LEONIE SUITES,9,4.28,4.44,4.65
2019Q3,LIBERTE,10,3.99,4.03,4.28
2019Q3,LINCOLN SUITES,11,4.59,4.94,5.27
2019Q3,LIV ON WILKIE,9,5.25,5.53,5.75
2019Q3,LIVIA,18,2.04,2.21,2.38
2019Q3,LOFT @ NATHAN,10,4.21,4.54,4.86
2019Q3,LOFT@HOLLAND,10,6.56,6.81,7.12
2019Q3,LOTUS AT JOO CHIAT,15,2.81,3.26,3.56
2019Q3,LOTUS AT PAYA LEBAR (EAST WING),14,2.51,3.42,5.5
2019Q3,LOYANG VALLEY,17,1.55,1.75,1.91
2019Q3,LUMA,9,3.76,4.04,4.26
2019Q3,LUMIERE,2,4.35,4.57,5.01
2019Q3,M66,12,3.31,3.36,3.6
2019Q3,MANDALE HEIGHTS,11,3.29,3.42,3.65
2019Q3,MANDARIN GARDENS,15,2.28,2.56,2.99
2019Q3,MAPLE WOODS,21,2.62,2.83,2.98
2019Q3,MARINA BAY RESIDENCES,1,5.15,5.52,6.08
2019Q3,MARINA BAY SUITES,1,4.04,4.31,4.52
2019Q3,MARINA COLLECTION,4,3.48,3.66,4.21
2019Q3,MARINA ONE RESIDENCES,1,4.93,5.22,5.43
2019Q3,MARTIN PLACE RESIDENCES,9,4.36,4.87,5.07
2019Q3,MAYSPRINGS,23,2.07,2.24,2.46
2019Q3,MEADOWS @ PEIRCE,26,2.08,2.19,2.33
2019Q3,MELROSE PARK,10,3.22,3.53,3.57
2019Q3,MELVILLE PARK,18,2.2,2.35,2.46
2019Q3,MERAPRIME,3,4.25,4.51,5.02
2019Q3,MERAWOODS,23,1.78,1.93,2.1
2019Q3,MIDTOWN RESIDENCES,19,3.13,3.52,3.72
2019Q3,MILL POINT,10,4.46,4.76,4.94
2019Q3,MIRAGE TOWER,9,3.03,3.42,4.21
2019Q3,MIRO,11,3.3,3.69,3.85
2019Q3,MONTEBLEU,11,3.32,3.47,3.81
2019Q3,MONTEREY PARK CONDOMINIUM,5,2.53,2.71,2.95
2019Q3,MONTVIEW,10,2.92,2.97,3.29
2019Q3,MOUNT FABER LODGE,4,2.47,2.68,2.84
2019Q3,MY MANHATTAN,18,3.29,3.83,4.27
2019Q3,NASSIM REGENCY,10,4.34,4.5,4.6
2019Q3,NATHAN RESIDENCES,10,4.22,4.42,4.56
2019Q3,NATURA@HILLVIEW,23,3.15,3.38,3.61
2019Q3,NEPTUNE COURT,15,1.87,1.97,2.03
2019Q3,NESS,14,3.32,3.81,4.09
2019Q3,NEWEST,5,1.64,2.31,3.44
2019Q3,NEWTON EDGE,9,3.44,3.85,4.56
2019Q3,NEWTON GEMS,11,3.4,3.58,3.79
2019Q3,NEWTON SUITES,11,4.85,5.38,5.7
2019Q3,NIN RESIDENCE,13,2.97,3.29,3.99
2019Q3,NINE RESIDENCES,27,2.75,2.81,3.15
2019Q3,NINETEEN SHELFORD ROAD,11,3.0,3.21,3.31
2019Q3,NORTH PARK RESIDENCES,27,3.36,3.57,3.86
2019Q3,NORTHVALE,23,1.97,2.12,2.25
2019Q3,NOTTINGHILL SUITES,21,3.57,4.02,4.43
2019Q3,NOVA 88,12,2.94,3.03,3.6
2019Q3,NOVENA LODGE,11,2.98,3.06,3.09
2019Q3,NOVENA REGENCY,11,4.56,4.82,5.18
2019Q3,NV RESIDENCES,18,2.28,2.43,2.83
2019Q3,OASIS @ ELIAS,18,2.18,2.35,2.47
2019Q3,OCEAN PARK,15,2.57,2.59,2.9
2019Q3,OKIO,12,3.99,4.37,4.61
2019Q3,OLEANAS RESIDENCE,9,2.91,3.06,3.26
2019Q3,OLEANDER TOWERS,12,2.75,2.87,3.14
2019Q3,ONE AMBER,15,3.02,3.23,3.46
2019Q3,ONE BALMORAL,10,4.23,4.44,4.75
2019Q3,ONE DEVONSHIRE,9,4.94,5.57,6.23
2019Q3,ONE DUSUN RESIDENCES,12,3.79,4.0,4.34
2019Q3,ONE JERVOIS,10,3.68,3.74,3.92
2019Q3,ONE OXLEY RISE,9,3.77,4.07,4.24
2019Q3,ONE SHENTON,1,4.06,4.69,5.68
2019Q3,ONE TREE HILL RESIDENCE,10,3.53,3.75,3.88
2019Q3,ONE-NORTH RESIDENCES,5,3.89,4.27,4.56
2019Q3,ONZE @ TANJONG PAGAR,2,5.26,5.7,5.93
2019Q3,OPTIMA @ TANAH MERAH,16,2.58,2.88,3.13
2019Q3,ORANGE GROVE RESIDENCES,10,3.34,3.5,3.88
2019Q3,ORCHARD SCOTTS,9,3.97,4.18,4.76
2019Q3,ORCHID PARK CONDOMINIUM,27,1.93,1.99,2.08
2019Q3,OUE TWIN PEAKS,9,5.61,5.95,6.25
2019Q3,OXFORD SUITES,8,3.11,3.36,3.56
2019Q3,PALM GARDENS,23,1.93,1.99,2.07
2019Q3,PALM ISLES,17,2.44,2.55,3.1
2019Q3,PANDAN VALLEY,21,1.98,2.15,2.4
2019Q3,PARC CENTROS,19,2.54,2.88,3.78
2019Q3,PARC ELEGANCE,15,3.51,3.78,4.27
2019Q3,PARC EMILY,9,3.95,4.24,4.84
2019Q3,PARC HAVEN,12,2.84,3.11,3.44
2019Q3,PARC IMPERIAL,5,4.41,4.83,5.02
2019Q3,PARC MONDRIAN,13,2.72,3.06,3.21
2019Q3,PARC OASIS,22,2.2,2.32,2.45
2019Q3,PARC OLYMPIA,17,2.33,2.51,2.91
2019Q3,PARC PALAIS,21,2.02,2.13,2.19
2019Q3,PARC ROSEWOOD,25,2.78,3.16,3.48
2019Q3,PARC SOPHIA,9,3.68,3.85,4.44
2019Q3,PARC VERA,19,2.28,2.51,2.71
2019Q3,PARC VISTA,22,2.15,2.23,2.37
2019Q3,PARK INFINIA AT WEE NAM,11,4.27,4.51,4.82
2019Q3,PARKSHORE,15,2.31,2.4,2.43
2019Q3,PARKVIEW APARTMENTS,23,2.11,2.22,2.32
2019Q3,PARVIS,10,3.88,4.09,4.43
2019Q3,PASTORAL VIEW,11,3.04,3.47,4.17
2019Q3,PATENT PLACE,21,2.19,2.23,2.25
2019Q3,PATERSON RESIDENCE,9,3.93,4.22,4.55
2019Q3,PAVILION 11,11,2.93,3.23,3.44
2019Q3,PAYA LEBAR RESIDENCES,14,2.8,2.94,3.19
2019Q3,PEBBLE BAY,15,2.98,3.08,3.26
2019Q3,PEOPLE'S PARK COMPLEX,1,3.75,4.31,4.65
2019Q3,PINETREE CONDOMINIUM,10,2.16,2.32,2.72
2019Q3,PINNACLE 16,12,3.54,3.81,3.95
2019Q3,POLLEN & BLEU,10,4.01,4.43,4.56
2019Q3,PRESTIGE HEIGHTS,12,4.43,4.86,5.09
2019Q3,PRINCIPAL GARDEN,3,4.45,4.84,5.18
2019Q3,Q BAY RESIDENCES,18,2.41,2.61,3.28
2019Q3,QUEENS,3,3.13,3.45,3.8
2019Q3,QUESTA @ DUNMAN,15,3.3,3.45,3.75
2019Q3,RAFFLESIA CONDOMINIUM,20,2.76,3.06,3.21
2019Q3,RANGOON 88,8,3.43,4.21,4.67
2019Q3,REFLECTIONS AT KEPPEL BAY,4,3.94,4.18,4.38
2019Q3,REGENCY PARK,10,2.89,3.13,3.47
2019Q3,REGENT GROVE,23,1.99,2.01,2.11
2019Q3,REGENT HEIGHTS,23,2.15,2.15,2.22
2019Q3,REGENT PARK,5,2.61,2.71,2.97
2019Q3,REGENT RESIDENCES,12,3.0,3.12,4.4
2019Q3,REGENTVILLE,19,2.17,2.25,2.37
2019Q3,REIGNWOOD HAMILTON SCOTTS,9,3.88,4.22,4.36
2019Q3,RESIDENCES @ EVELYN,11,3.72,3.97,4.47
2019Q3,REZI 26,14,3.61,3.92,4.07
2019Q3,REZI 3TWO,14,3.64,3.85,4.06
2019Q3,RICHMOND PARK,9,3.61,3.8,3.97
2019Q3,RIDGEWOOD,10,2.2,2.37,2.63
2019Q3,RIO VISTA,19,2.04,2.1,2.14
2019Q3,RIPPLE BAY,18,2.55,2.73,3.18
2019Q3,RIS GRANDEUR,18,2.08,2.18,2.26
2019Q3,RIVER ISLES,19,2.11,2.23,2.46
2019Q3,RIVER PLACE,3,3.59,3.82,4.1
2019Q3,RIVERBANK @ FERNVALE,28,2.54,2.75,2.76
2019Q3,RIVERBAY,12,3.29,3.99,4.13
2019Q3,RIVERDALE RESIDENCE,9,2.89,2.96,3.05
2019Q3,RIVEREDGE,15,3.14,3.34,3.56
2019Q3,RIVERGATE,9,4.22,4.36,4.7
2019Q3,RIVERSAILS,19,2.34,2.49,3.16
2019Q3,RIVERSIDE 48,9,3.45,3.62,3.69
2019Q3,RIVERSOUND RESIDENCE,19,2.23,2.34,2.57
2019Q3,RIVERTREES RESIDENCES,28,2.5,2.72,3.01
